,0
38,"Trichostrongylus sigmodontis is a species of parasitic nematode in the genus Trichostrongylus. It primarily infects the hispid cotton rat (Sigmodon hispidus), but has also been found in the marsh rice rat (Oryzomys palustris).


== See also ==
List of parasites of the marsh rice rat


== References ==


== Literature cited ==
Kinsella, J.M. 1974. Comparison of helminth parasites of the cotton rat, Sigmodon hispidus, from several habitats in Florida. American Museum Novitates 2540:1–12.
Kinsella, J.M. 1988. Comparison of helminths of rice rats, Oryzomys palustris, from freshwater and saltwater marshes in Florida. Proceedings of the Helminthological Society of Washington 55(2):275–280."
39,"The Cityliner (シティライナー) is a limited express train service operated in Japan by the private railway operator Keisei Electric Railway between Keisei Ueno in Tokyo and Keisei Narita in Chiba Prefecture via the Keisei Main Line. The Cityliner service was introduced from 17 July 2010, initially operating between Keisei Ueno and Narita Airport, replacing the former Skyliner services, which were transferred to the new Narita Sky Access route from that date.


== Service ==
The Cityliner service operates between Keisei Ueno Station and Keisei Narita Station, stopping at the following stations.
Keisei Ueno
Nippori
Aoto
Keisei Funabashi
Keisei Narita


== Rolling stock ==
Cityliner trains are formed of 8-car AE100 series electric multiple unit (EMU) trains previously used on Skyliner services. Smoking was prohibited in all cars from the start of the new services in July 2010.The monoclass trainsets are formed as shown below, with car 1 at the Keisei Narita End.
Car 4 is equipped with a toilet and wheelchair space.
Car 5 has a drink vending machine.


== History ==


=== 2010 ===
Cityliner services commenced on 17 July 2010, operating between Keisei Ueno and Narita Airport when the former Skyliner services were transferred to the new Narita Sky Access route.


=== 2011 ===
All seven Cityliner services daily were suspended following the Great East Japan earthquake of 11 March 2011 and subsequent energy restrictions implemented in the Tokyo area. Two services daily in either direction were however restored from 10 September 2011, following the lifting of energy restrictions.


=== 2012 ===
From the start of the revised timetable on 21 October 2012, Cityliner services were further cut back to just one return service daily operating between Keisei Ueno and Keisei Narita.


=== 2015 ===
From the start of the revised timetable on 5 December 2015, regular Cityliner services were discontinued, although seasonal services were scheduled to continue until the end of January 2016.


== See also ==
Narita Express, JR East service between Tokyo and Narita Airport


== References ==


== External links ==
Keisei press release (May 2010) (in Japanese)"
40,"Our Lady of the Rosary Cathedral is a Roman Catholic cathedral located in San Bernardino, California, United States.  It is the seat of the Diocese of San Bernardino.


== History ==

Our Lady of the Rosary Parish was founded in 1927 by Bishop John Cantwell of Los Angeles.  The first pastor assigned to the parish was the Rev. Patrick Curran.  A rented house on Sierra Way initially served as a combination church and rectory.  Construction of the present church building began in May 1928.  It was completed in the Mission Revival architectural style in September of the same year.  The present rectory was built in 1936.  In addition to their parish responsibilities the parish priests also served as the chaplains of St. Bernardine, County and the State hospital in Patton, as well as the Native American Reservation at Del Rosa and Masses at Lake Arrowhead in the summer.Our Lady of the Rosary School was opened on January 6, 1947.  The Dominican Sisters from Houston, Texas served as the faculty.  The convent was built in 1950. The original school building was replaced with a new facility across the street from the old one.  The church building was enlarged and expanded in 1953.
On July 14, 1978 Pope Paul VI established the Diocese of San Bernardino.  Our Lady of the Rosary was named as the cathedral for the new diocese.


== See also ==

List of Catholic cathedrals in the United States
List of cathedrals in the United States


== References ==


== External links ==
 Media related to Our Lady of the Rosary Cathedral (San Bernardino, California) at Wikimedia Commons

Official Cathedral Site
Roman Catholic Diocese of San Bernardino Official Site
U.S. Geological Survey Geographic Names Information System: Our Lady of the Rosary Church"
41,"Pithecops is a genus of butterflies in the family Lycaenidae erected by Thomas Horsfield in 1828.
Species include:
Pithecops hylax Horsfield 1828 - forest Quaker
Pithecops fulgens Doherty 1889 - blue Quaker
Pithecops mariae de Nicéville, 1894 Sumatra, Borneo.
Pithecops dionisius (Boisduval, 1832) Moluccas, New Guinea, Bismarck Archipelage, Solomon Islands
Pithecops phoenix (Röber, 1886) Celebes
Pithecops corvus Fruhstorfer, 1919


== References =="
42,"Bellium crassifolium is a daisy species in the genus Bellium. It is native to the Italian island of Sardinia.


== References =="
43,"The Hitachi Maru Incident (常陸丸事件, Hitachi-maru jiken) was a maritime incident which occurred during the Russo-Japanese War of 1904–1905, in which three Japanese transports were sunk in a Russian commerce raiding sortie by a Vladivostok-based armored cruiser squadron of the Imperial Russian Navy.


== Background ==
At the start of the Russo-Japanese War, the bulk of the Russian Pacific Fleet was blockaded within the confines of Port Arthur by the Imperial Japanese Navy.  However, the Russian subsidiary naval base at Vladivostok, although shelled by a Japanese squadron under the command of Vice Admiral Dewa Shigetō in March 1904, remained largely undamaged and unblockaded.  Located at Vladivostok was a garrison force consisting of the protected cruiser Bogatyr and auxiliary cruiser Lena and a stronger Vladivostok Independent Cruiser Squadron consisting of the armored cruisers Russian cruiser Rossia, Rurik, and Gromoboi, under the command of Rear Admiral Karl Jessen.This small squadron put to sea in the early months of the conflict for commerce raiding operations, and it was the concern of the Imperial Japanese Navy that it might be used either to attack targets on the Japanese mainland, or to coordinate an attack to lift the blockade on Port Arthur. The Japanese were forced to assign the IJN 2nd Fleet under the command of Vice Admiral Kamimura Hikonojō with considerable resources in an attempt to locate and destroy it.


== Attack on Tsushima Strait ==
Russian Vice Admiral Petr Bezobrazov departed Vladivostok on 12 June 1904 with Rossia, Rurik, and Gromoboi under orders to proceed through the eastern Tsushima Channel in the Korean Strait, cruise for two days on known transport routes, and to then double back through the western channel, after which he was to attempt to join his forces to the fleet still blockaded at Port Arthur. On 15 June, he sighted two military transports, Hitachi Maru and Sado Maru en route to Dalny.Hitachi Maru was transporting 1,238 people, including 727 men of the 1st Reserve Regiment of the Imperial Guard of Japan and 359 men from the IJA 10th Division. Sado Maru was transporting 1,258 people, including 867 members of a railway engineering battalion. Both vessels were transporting a large amount of stores, most critically needed were eighteen Armstrong 11-inch (280 mm) siege howitzers, requested by the IJA 3rd Army to attack the Russian fortifications at Port Arthur.
Passing in the opposite direction was the smaller Izumi Maru, which was being used as an unarmed, but unmarked hospital ship transporting sick and wounded men from the front back to Japan.The only provision the Imperial Japanese Navy had made for protection of its transports was the protected cruiser Tsushima, which at this time (0715) was stationed approximately mid-channel. Tsushima sighted the Russian squadron in the heavy early morning fog, but was unable to raise a warning due to the short range of its wireless, and poor atmospheric conditions, and attempted to close the distance to Tsushima Island where conditions were better. She was sighted by the Russian squadron, but they did not pursue. Tsushima managed to transmit her warning at 0815 hours, and then headed back towards the Russian squadron. Admiral Kamimura, based at Takeshiki Guard District on Tsushima sent a warning to Shimonoseki to stop all sailing, then ordered his ships to pursue Tsushima.However, at 0900, the Russian squadron sighted Izumi Maru, and Bezobrazov sent Gromoboi to chase her. Gromoboi opened fire, killing or wounding over 30 men, before the Japanese transport stopped and surrendered. About 100 sick and wounded were taken off her, and then she was sunk west of Okinoshima, with those who refused to surrender still aboard. Around 1000, the Russian squadron sighted Sado Maru, and came into sight of the Japanese fleet at about the same time. Despite having just given the Japanese transport 40 minutes to surrender and abandon ship, Rurik fired two torpedoes into Sado Maru, which exploded, killing 239 passengers and crew, but which did not sink the ship. Sado Maru eventually drifted for the next 30 hours until she grounded on Okinoshima.Next, Gromoboi approached Hitachi Maru, which exhibited no sign of intending to surrender. Gromoboi opened fire with all guns, killing many of the men on deck, including her British captain and senior crewmen, and sinking the ship. Due to deteriorating visibility, the Japanese fleet could not close with the Russian squadron, and at 1330 reached the 152 survivors from Hitachi Maru.


== Aftermath ==

The Russian squadron continued  its operations against shipping on 16 June, when they seized the British steamer Allanton off Maizuru. The cruisers also sank two sailing boats the following day.The attack was a severe blow to Japanese public morale. Memorials were erected in Chidorigafuchi Park in Tokyo, and a mass grave commemorating the Imperial Guards was erected in Aoyama Cemetery. A monument to Sado Maru was built in Shiba Park (and was moved to Yasukuni Shrine in 1964). Kamimura received numerous death threats and came under extreme pressure to track down the Russian squadron, which he did at the Battle off Ulsan on 14 August 1904.


== Notes ==


== References ==
Kowner, Rotem (2006). Historical Dictionary of the Russo-Japanese War. The Scarecrow Press. ISBN 0-8108-4927-5.
Willmont, H. P. (2009). The Last Century of Sea Power: From Port Arthur to Chanak, 1894–1922. Indiana University Press. ISBN 978-0253003560.


== External links ==

New York Times article
Russo-Japanese War.com"
44,"Motupipi is a settlement in the Tasman District of New Zealand's upper South Island, located at the mouth of the Motupipi River east of Tākaka.
The name Motupipi translates as the island or bush (motu) with pipi shellfish, referring to the pipi which are found on the beach.


== History ==


=== European settlement ===
Europeans first surveyed the area in 1842 and began settling it in 1850. The settlement began as about 1500 acres of small dairy, fruit and hop farms.There are records of several notable early settlers:

Peter Packer and his parents were among the original settlers. He took over 150 acres in 1872, and was clearing, sowing and farming most of it by 1905.
Reuben Packard, who moved to the area with his parents a few years later, also took up 150 acres, which he cleared for sheep and beef farming.
Joseph Packard was born in Suffolk, England in 1826 and was the oldest early settler. He originally purchased a 50-acre block, before taking a 300-acre block which he used to graze a few cows and sheep and plant about 300 lemon trees.
Thomas Harwood, who was born at sea to parents from Yeovil in Somersetshire, England, purchased 235 acres of forested limestone land in 1868, which he began clearing and farming 1876. He initially farmed cattle, but transitioned by sheep farming in the early 20th century. By 1905, he had cleared and cultivated about 130 acres of the property. Harwood was also an active local politician.The Golden Bay Coal Company began mining for coal at Motupipi in the early 20th century.


== Education ==
Motupipi School is a co-educational state primary school for Year 1 to 6 students, with a roll of 67 as of July 2022.The school was established during the 1850s, making it one of the oldest schools in the Tasman District. By 1905, the school was a one-roomed building with a roll of 60 students and capacity for 10 more.


== References =="
45,"The Apprentice School is a four to eight-year apprenticeship vocational school founded in 1919 and operated by Newport News Shipbuilding & Dry Dock Company in Newport News in the U.S. state of Virginia. The school trains students for careers in the shipbuilding industry. The school announced in April of 2021 that it would begin awarding associate degrees in twenty-six maritime programs to its students beginning in 2023. Additionally, students can also earn associate degrees through a partnership with Thomas Nelson Community College and bachelor degrees through a partnership with Old Dominion University. The school's athletic teams compete under the nickname of 'Builders' and competes with other small colleges.


== History ==
On July 1, 1919 (1919-07-01), the Apprentice School was established at Newport News Shipbuilding & Dry Dock Company, by issue of Executive Order No. 24, signed by General manager Homer L. Ferguson.In 1982 (1982), the school was first awarded accreditation by the Commission on Occupational Education Institutions, Southern Association of Colleges and Schools (OCE, SACS).In 1995 (1995), the school transferred its accreditation from OCE, SACS to the Accrediting Commission of the Council on Occupational Education (ACCOE).On April 23, 2014 (2014-04-23), a new Professional Development Program was started in partnership with Old Dominion University.


== Admissions ==
Admissions is competitive at the school, although an exact admission rate is not published. Applications are accepted on a rolling basis.Monthly selection meetings are held at which all qualified applicants are considered for available openings. Offers are extended to applicants whom the admissions office determines to be best qualified for the openings available.Successful candidates are offered both employment at Newport News Shipbuilding and enrollment at The Apprentice School. Each successful candidate will be scheduled for a medical examination, including a substance abuse screening test administered by Newport News Shipbuilding's medical department. Employment and enrollment is contingent on the results of the medical examination. Candidates to whom an offer is extended will be subject to a United States Government security investigation and must meet eligibility requirements for access to classified information.


== Academics ==
All apprentices are required to complete the school's ""World Class Shipbuilder Curriculum"" and applicable courses in the ""Trade Related Education Curriculum"". The curriculum gives students the opportunity to earn an associate degree from Thomas Nelson Community College or Tidewater Community College.Apprenticeships are offered in 17 skilled trades:
Heating & Air Conditioning
Pipefitter - Maintenance
Painter-Insulator
Outside Machinist
Heavy Metal Fabricator
Non-Destructive Tester (NDT)
Shipfitter
Welder & Welding Equipment Repair
Dimensional Control Technician
Machinist
Sheet Metal Worker
Rigger
Electrician
Electrician Maintenance
MillwrightAdvanced programs are offered in five areas:
Marine Designer
Modeling & Simulation
Nuclear Test Technician
Production Planner
Advanced Shipyard OperationsA Professional Development Program, in partnership with Old Dominion University, enables students to earn a bachelor's degree in electrical and mechanical engineering.


== Campus ==
The school is physically located at Huntington Ingalls Industries' Newport News Shipbuilding. Some of the upper-level academic courses are taken at Thomas Nelson Community College and Tidewater Community College.In December 2013, Newport News Shipbuilding officially opened up the new Apprentice School, located on Washington Avenue. The new facility tripled the available instructional space to include eight computer labs, two video teleconferencing classrooms, a physics lab, and a 600-seat gymnasium.


== Athletics ==

The Apprentice School fields seven athletic teams including baseball, men's and women's basketball, football, men's golf, and men's and women's wrestling. Because it does not grant degrees, it is not affiliated with the NCAA or NAIA. The school competes as a member of the United States Collegiate Athletic Association (USCAA).  The Apprentice School also holds athletic affiliation in the National Collegiate Wrestling Association (NCWA).Apprentice's football team was a member of the Atlantic Central Football Conference. Since the dissolution of the conference following the 2010 season, The Apprentice School has been playing football as an unaffiliated independent team. In 2018, The Apprentice School football team joined NCFA's Mid Atlantic Conference, which is broken into East and West Division. The Apprentice School won the 2018 NCFA National Championship with a 56–14 win over Oakland University in Wheeling WV, on the campus of West Liberty University. The football program returned to an independent USCAA varsity schedule for the 2019 season.


== References ==


== External links ==
Official website
Official athletics website"
46,"Conne was a community in Newfoundland and Labrador, Canada located on the Northern shore of Fortune Bay. It was first reported to be settled in 1836, in the first Census of Newfoundland with sixteen inhabitants. It was a severely isolated settlement, which had no church or school and very little land for growing crops, and it based its existence on the inshore fishery of cod, lobster, salmon and herring.


== History ==
Conne's first inhabitants were the family of Edward Hatch. Hatch's family lived in the area from about 1835, his descendants living on in the area for at least another 70 years. By the 1870s the Dodge Family had also moved into the community and stayed for at least 20 years, before leaving for an unknown reason. Other family names later included Barnes, Fudge, and GilesA small number of lobster factories operated between 1901 and 1921, and large amounts of salmon were reported to have been tinned in those years.


== References ==


== External links =="
47,"The Canon PowerShot TX1 is a Canon digital camera. It was released on February 22, 2007 The TX1 is a hybrid device designed for both still imagery and video recording. It offers both HDTV (1280×720 pixel, 30 frame/s) movie capture, as well as 10× stabilized zoom and 7.1 megapixel sensor.  It is designed to improve upon hybrid offerings by competitors such as the Sony Cyber-shot M1, Sony Cyber-shot M2, and Pentax MX4. It is oriented vertically and uses the camcorder-like swivel LCD viewing screen.  Canon compares the hybrid camera's size to that of the Canon ELPH series of cameras.  The company distinguishes the camera for its optical image stabilizer technology, DIGIC III image processor, face detection technology and red-eye effect correction with a mention of its built-in lens cover and scratch-resistant, anti-reflective LCD screen.


== Reviews ==
On its release it was termed the most expensive ultra zoom (10–12×) camera on the market. It is relatively small (8.9 cm (3.5 in) × 6 cm (2.4 in) × 2.9 cm (1.1 in)) and as a hybrid camera it includes a combination of features that was a fairly revolutionary for digital photography at the time of release.  Although most digital cameras now offer both still image and video capabilities, few offer advanced levels of both such as ultra zoom and HDTV.  This was Canon's first attempt at such a hybrid.  The combination has not been highly regarded by reviewers and editors, but users were highly satisfied with the combination. Due to its weak sales, there was no successor model.


== Headline features ==
The following are the most important features:
Vertical design
1/2.5-inch 7.1 million pixel CCD
Vari-angle LCD monitor (1.8-inch)
10× optical (39–390 mm equiv.) zoom lens — 12 elements (one UD and one aspheric element)
Optical image stabilization
ISO 80–1600
DIGIC III and face detection
720p (1280×720) movies at 30 frame/s with stereo sound
1080i component video output
Flexible movie/still shooting. Shoot a full-resolution still image during movie recording, or start movie recording by pressing the record button


== New features ==
The following are considered new features:
Vertical design
Vari-angle LCD monitor
Lens totally hidden when power off
Wide-range, compact zoom
Image stabilization
7.1 million pixel CCD sensor
Auto ISO shift
Selectable aspect ratio
Auto red eye correction
Digic III processor
Windows Vista OS compatibility
Expanded SD card compatibility
Wide-screen setting
Flexible movie, still shooting
Continuous recording up to 4 GB
Continuous audio-only recording
""Component"" output to HDTVs
Face detection system
Shutter speed/aperture read-out
Read-out of ISO
Digital tele-converter
Safety zoom
Time lapse movie feature
AC adapter kit ACK-DC10
High-power flash HF-DC1


== Notes ==


== External links ==

Canon PowerShot TX1: Digital Photography Review
Unofficial TX1 forums:"
48,"Magnificent Fiend is the second album by Howlin Rain. It was released in 2008 on the Birdman Records label.


== Track listing ==
""Requiem"" – 0:54
""Dancers at the End of Time"" – 5:56
""Calling Lightning, Pt.2"" – 5:11
""Lord Have Mercy"" – 6:56
""Nomads"" – 5:05
""El Rey"" – 7:08
""Goodbye Ruby"" – 7:51
""Riverboat"" – 6:04


== Personnel ==
Ethan Miller - Vocals, guitar
Mike Jackson - Rhythm Guitar
Ian Gradek - Bass
Garrett Goddard  - Drums
Joel Robinow - Keyboard
Matt Waters  Saxophone
Scott Knippelmeir - Trombone
Eli Eckert - Guitar, bass


== References =="
49,"AACS LA (Advanced Access Content System Licensing Administrator) is the body that develops and licenses the AACS copy-protection system used on the HD DVD and Blu-ray Disc high-definition optical disc formats.


== See also ==
AACS encryption key controversy


== External links ==
Official website"
50,"Zviane (pen name of Sylvie-Anne Ménard; born in 1983 in Longueuil) is a comics creator (writer and artist) and a musician from Montréal, Quebec.


== Biography ==
A musician since her youth, Zviane earned a baccalaureate in music from Université de Montréal. She teaches music theory.
Through the art group Vestibulles in cégep du Vieux Montréal, Zviane's works were noticed by Jimmy Beaulieu, who published them in the collections of publishers Mécanique générale and Colosse. Her web blog was noticed by French creator Boulet, who helped her become better known in Europe. Her work Le point B won a contest earning that book to be published by the Monet Library.
In 2009, Zviane spent six months at the Maison des auteurs in Angoulême.Zviane publishes several comic works each year. She combines music and comics. Music is almost always present in her comics.


== Publications ==


=== Books and other works ===

Les constats de la vie que l'on constate, Grafigne.com, coll. ""Cœur de loup"", 2004
Dans l'estomac, Grafigne.com, coll. ""Cœur de loup"", 2005
Le monstre, Grafigne.com, coll. ""Cœur de loup"", 2006
Le point B, Monet éditeur, 2006, 128 p., ISBN 978-2-980966-60-6
Quelque part entre 9h et 10h, Colosse, 2006
Comment le dictionnaire fut-il inventé ?, with Charles Ménard as writer, Grafigne.com, coll. ""Cœur de loup"", 2007
Des étoiles dans les oreilles, with Martine Rhéaume as cowriter, Société de musique contemporaine du Québec, 2007, ISBN 9782980678295
La plus jolie fin du monde, éditions Mécanique générale, 2007 ISBN 978-2-922827-36-1
Étirer un élastique, Fichtre, 2008
Un incroyable talent, Fichtre, 2008
Tu pouvais pas savoir, Grafigne.com, coll. ""Cœur de loup"", 2008
Les tarifs vont augmenter, Fichtre, 2009
S'tie qu'on est ben, story and art created with Iris, self-published, 2009
Le quart de millimètre, éditions Grafigne.com, 2009, ISBN 978-2-923575-36-0
Le Mat, Colosse, 2009,  ISBN 978-2-923664-14-9
Apnée, éditions Pow Pow, 2010, ISBN 978-2-9811128-7-3
Amsterdam, Grafigne.com, coll. ""Cœur de loup"", 2010
Ça s'est passé en 2006 dans un autobus de Longueuil, Colosse, 2010
Le bestiaire des fruits, self-published, 2011
L'ostie d'chat, story and art created with Iris, Delcourt, coll. ""Shampoing""
Tome 1, 2011
Tome 2, 2012
Tome 3, 2012
Pain de viande avec dissonances, éditions Pow Pow, 2011, ISBN 978-2-924049-00-6
L'ostie d'chat : les bonus, with Iris, 2012 (?), 88 p.
Stie qu'on est pas ben, story and art created with Sophie Bédard, self-published, 2012
Les deuxièmes, éditions Pow Pow, 2013, 132 p., ISBN 978-2-924049-06-8
Le son de la pluie, self-published, 2013
Le bestiaire des fruits (enlarged and partly redrawn edition), La Pastèque, collection ""Pomélo"", 2014, 124 p., ISBN 978-2-923841-54-0
Ping-pong, self-published, 2014, 152 p., ISBN 978-2-924054-05-5
For as long as it rains, Pow Pow Press, 2015 (the translation in English of Les deuxièmes)
Club sandwich, éditions Pow Pow, 2016 ISBN 978-2-924049-31-0
La Jungle, comics magazine launched by Zviane in 2016, self-published, biannual
No 1, October, 2016, 88 p., ISBN 978-2-924054-07-9
No 2, La Mer, April, 2017


=== In collective works ===
""Mauve Ciel"", in Histoires d'hiver, collective by the winners of the Hachette Canada bande dessinée contest 2009, Glénat Québec, 2009 ISBN 978-2-923621-15-9
""Bagarre (ou étirer un élastique II)"", in Bagarre, collective, Colosse, 2009
""Esquive"" in Partie de pêche, collective by the winners of the Hachette Canada bande dessinée contest 2010, Glénat Québec, 2010 ISBN 978-2-7619-2974-5
""Dans mon corps"" in Zik & BD, Éditions de l'Homme, 2010 ISBN 978-2-923621-29-6
""Devenir grand"", with Luc Bossé, in Partie de pêche, collective by the winners of the Hachette Canada bande dessinée contest 2011, Glénat Québec, 2011
Ping-pong, edition commented by other authors, éditions Pow Pow, 2015, 236 p., ISBN 978-2-924049-24-2


=== Other ===
La leçon de classique, with Julien Cayer as writer, a monthly webcomic about classical music, on the website of Espace musique, the music channel of the Société Radio-Canada, 2008
Zviane collaborated with a professor of music at Université de Montréal to make L'œil qui entend, l'oreille qui voit: A model of analysis for the tonal harmonic discourse, an online book about music, using comics, versions in French and in English.


== Awards and nominations ==


=== Awards ===
Winner of the first Concours québécois de bande dessinée
First Prize Glénat Québec 2009 for Mauve ciel
First Prize Glénat Québec 2010 for Esquive
Fifth Prize Glénat Québec 2011 for Devenir grand, with Luc Bossé
Bédélys Prize for an independent work 2011 for Le bestiaire des fruits
Grand prix de la Ville de Québec 2011 (prix Bédéis causa) for Apnée
Grand prix de la Ville de Québec 2014 (prix Bédéis causa) for Les deuxièmes
Winner of the Joe Shuster Award for Cartoonist 2014 for Les deuxièmes


=== Nominations ===
Prix Bédélys Québec, 2007 for La plus jolie fin du monde
Prix Bédélys fanzine 2008 for Tu pouvais pas savoir
Prix Bédélys Québec 2010 for Le quart de millimètre
Prix Bédélys fanzine 2010 for S'tie qu'on est ben
Prix Bédélys Québec 2011 for Apnée
Joe Shuster Award for Cover Artist 2011 for Apnée
Prix Bédélys independent 2014 for Le son de la pluie


== Notes and references ==


== External links ==

Zviane's website
Zviane's blog
""L'ostie d'chat"" comics, by Zviane and Iris"
51,"Only Men Aloud is a male voice choir from Wales. The choir came to national prominence in the UK when they won the Last Choir Standing competition run by BBC television during 2008.


== Overview ==
The choir was formed by Tim Rhys-Evans, a classically trained singer and former musical director of Welsh National Youth Opera. It originally had 15 members and is based in Cardiff.Following Last Choir Standing, the choir signed a five-record deal with Universal Music and released their first album. They performed with Josh Groban at The Royal Variety Performance in 2008.The choir embarked on their first UK tour in April/May 2009 with singer and soap star Amy Nuttall joining them as a special guest. The performance at the Cardiff International Arena featured a one-off performance with Bonnie Tyler.In October 2009, the choir held auditions at the Wales Millennium Centre, Cardiff to find two new members to join them. Later that month the choir's second album, Band of Brothers, went straight to number one in the UK Classical Charts, where it remained for three weeks. TV choir top of classical chart The album went on to win the NS&I Album of the Year 2010 at the Classical Brit awards.The choir embarked on their second UK tour in December 2009. Their special guest was Welsh soprano Gwawr Edwards.  In 2010, the choir was given its own Welsh-language television series, Only Men Aloud, on S4C.In May 2010 Tim Rhys Evans embarked on a new project, to revive the male voice choir tradition, by forming Only Boys Aloud The boys made their first public appearance at the Ebbw Vale Eisteddfod in Ebbw Vale and received three standing ovations for their renditions of Calon Lan, Sosban Fach and Don't Stop Believing.Only Men Aloud! completed a 16-date UK Christmas Tour in December 2010. Their special guest was West End singer, Katy Treharne. The show at the CIA in Cardiff also featured Only Boys Aloud who sang ""Don't Stop Believing"" and ""You Raise me Up"" with Only Men Aloud!Only Men Aloud! were also the musical guests on the Christmas Day 2010 edition of BBC One's Strictly Come Dancing. They sang a specially-arranged version of ""Silent Night"" and ""I'll Be Home For Christmas"".In 2011, Only Men Aloud released their third album called In Festive Mood, made a 15-date UK Christmas Tour and released Only Men Aloud - The Book. In Festive Mood entered the UK Classical Charts at Number 8.  A BBC Wales series, Only Boys Aloud: the Academy, was devoted to Only Boys Aloud!On 27 July 2012, Only Men Aloud performed at the opening ceremony of the 2012 Olympic Games. They performed on Caliban's Dream, as the Olympic cauldron was lit. The track is featured on the soundtrack of the ceremony, Isles of Wonder.  It was digitally released as a downloadable track on iTunes at midnight on 27 July after the ceremony.  It was the highest placed track from the soundtrack on iTunes in the UK, reaching no. 5 when the charts were announced on 29 July. On 5 August, it entered the main charts at number 12.Tim Rhys-Evans was awarded an MBE in the Queen's Birthday Honours list in June 2013. He was awarded the honour for services to music and for charitable services.In May 2013, It was announced that Only Men Aloud would go through a radical restructure later in the year to become an eight piece group. The decision was  made for logistical reasons as they looked to expand their global appeal. At the end of September 2013, the new look line up was announced and the new eight piece group performed two shows in the Elgar Rooms, Royal Albert Hall. In 2014 they made a 12-date spring tour of Wales, a summer tour of the Midwest of the US, and a 12-date UK Christmas Tour. Another two-part TV series for S4C was shown in December. In February 2015, Only Men Aloud cycled from Cardiff to Paris for charity, arriving in time to sing the Welsh National Anthem on the pitch before the France vs Wales RBS Six Nations game.


== Line-up ==
Wyn Davies,
David Fortey,
Tom Hier,
David Mahoney,
Steffan Hughes
Niall Allen,
Craig Yates,
Huw Euron,
Stephen Hamnett.
Previous members include David Thaxton (Les Misérables, Passion), Alan Winner (Gone with the Wind), Noel Sullivan (Hear'Say)!, and  Jon Robyns (Avenue Q, Les Misérables).


== Discography ==


=== Albums ===


=== Singles ===


=== As featured artist ===


== Awards ==
Classic Brit Awards

British Phonographic Industry


== References ==


== External links ==
Website
Official Record Label Website
BBC profile"
